Vigna	Glycine	74.312	109	16	6	29815	29917	55413	55515	5.32e-008	55.4
Vigna	Glycine	73.256	86	17	1	7280	7359	6437	6522	1.86e-007	53.6
Vigna	Glycine	100.000	28	0	0	19469	19496	35713	35686	6.48e-007	51.8
Vigna	Glycine	96.429	28	1	0	19469	19496	13875	13848	2.76e-005	46.4
Vigna	Glycine	96.296	27	1	0	19469	19495	27937	27911	9.62e-005	44.6
Vigna	Glycine	96.296	27	1	0	19469	19495	53679	53653	9.62e-005	44.6
Vigna	Glycine	81.250	48	4	2	14020	14063	12502	12548	3.36e-004	42.8
Vigna	Glycine	81.250	48	4	2	14020	14063	26564	26610	3.36e-004	42.8
Vigna	Glycine	78.431	51	9	1	21732	21782	23677	23725	0.001	41.0
Vigna	Glycine	71.560	109	19	6	29815	29917	37335	37437	0.001	41.0
Vigna	Glycine	71.053	76	18	1	26851	26922	24221	24296	0.014	37.4
Vigna	Glycine	89.286	28	3	0	34578	34605	45058	45031	0.014	37.4
Vigna	Glycine	75.472	53	13	0	34740	34792	45040	45092	0.014	37.4
Vigna	Glycine	87.097	31	1	1	26063	26090	51002	51032	0.014	37.4
Vigna	Glycine	89.286	28	3	0	34578	34605	61329	61302	0.014	37.4
Vigna	Glycine	75.472	53	13	0	34740	34792	61311	61363	0.014	37.4
Vigna	Glycine	89.655	29	2	1	26063	26090	10978	11006	0.050	35.6
Vigna	Glycine	82.051	39	6	1	6691	6729	21133	21096	0.050	35.6
Vigna	Glycine	77.358	53	10	2	26053	26104	22876	22927	0.050	35.6
Vigna	Glycine	76.471	51	10	1	21732	21782	33484	33532	0.050	35.6
Vigna	Glycine	79.487	39	8	0	34517	34555	44686	44724	0.050	35.6
Vigna	Glycine	79.487	39	8	0	34517	34555	60959	60997	0.050	35.6
Vigna	Glycine	100.000	18	0	0	6491	6508	6007	6024	0.17	33.7
Vigna	Glycine	69.231	78	24	0	7390	7467	7368	7445	0.17	33.7
Vigna	Glycine	91.304	23	2	0	13223	13245	12222	12244	0.17	33.7
Vigna	Glycine	88.462	26	3	0	38719	38744	17166	17191	0.17	33.7
Vigna	Glycine	78.261	46	6	2	20717	20760	21130	21087	0.17	33.7
Vigna	Glycine	95.238	21	1	0	3507	3527	21688	21708	0.17	33.7
Vigna	Glycine	92.000	25	1	1	10343	10366	22249	22273	0.17	33.7
Vigna	Glycine	89.286	28	2	1	29963	29989	22928	22901	0.17	33.7
Vigna	Glycine	91.304	23	2	0	13223	13245	26374	26396	0.17	33.7
Vigna	Glycine	92.000	25	1	1	10343	10366	31712	31736	0.17	33.7
Vigna	Glycine	83.871	31	5	0	24005	24035	38089	38119	0.17	33.7
Vigna	Glycine	95.000	20	1	0	716	735	3	22	0.61	31.9
Vigna	Glycine	90.909	22	2	0	35691	35712	5587	5608	0.61	31.9
Vigna	Glycine	78.947	38	4	1	34186	34223	6981	6948	0.61	31.9
Vigna	Glycine	85.185	27	4	0	20223	20249	12910	12936	0.61	31.9
Vigna	Glycine	90.909	22	2	0	4102	4123	12915	12936	0.61	31.9
Vigna	Glycine	90.909	22	2	0	30742	30763	16003	16024	0.61	31.9
Vigna	Glycine	81.250	32	6	0	19731	19762	18411	18442	0.61	31.9
Vigna	Glycine	72.414	58	12	1	24505	24562	21256	21203	0.61	31.9
Vigna	Glycine	75.556	45	11	0	17517	17561	31270	31226	0.61	31.9
Vigna	Glycine	90.909	22	2	0	17348	17369	31262	31283	0.61	31.9
Vigna	Glycine	90.909	22	2	0	4102	4123	34750	34771	0.61	31.9
Vigna	Glycine	90.909	22	2	0	4102	4123	52719	52740	0.61	31.9
Vigna	Glycine	79.487	39	6	1	603	639	55149	55187	0.61	31.9
